statePostal, year,unemployment,key
"Boyle County, KY",Aug-24 p,0.055999999999999994,21-021
"Bracken County, KY",Aug-24 p,0.055999999999999994,21-023
"Breathitt County, KY",Aug-24 p,0.09699999999999999,21-025
"Breckinridge County, KY",Aug-24 p,0.057,21-027
"Bullitt County, KY",Aug-24 p,0.046,21-029
"Butler County, KY",Aug-24 p,0.055999999999999994,21-031
"Caldwell County, KY",Aug-24 p,0.049,21-033
"Calloway County, KY",Aug-24 p,0.057999999999999996,21-035
"Campbell County, KY",Aug-24 p,0.045,21-037
"Carlisle County, KY",Aug-24 p,0.051,21-039
"Carroll County, KY",Aug-24 p,0.043,21-041
"Carter County, KY",Aug-24 p,0.087,21-043
"Casey County, KY",Aug-24 p,0.052000000000000005,21-045
"Christian County, KY",Aug-24 p,0.06,21-047
"Clark County, KY",Aug-24 p,0.047,21-049
"Clay County, KY",Aug-24 p,0.083,21-051
"Clinton County, KY",Aug-24 p,0.065,21-053
"Crittenden County, KY",Aug-24 p,0.055,21-055
"Cumberland County, KY",Aug-24 p,0.039,21-057
"Daviess County, KY",Aug-24 p,0.053,21-059
"Edmonson County, KY",Aug-24 p,0.06,21-061
"Elliott County, KY",Aug-24 p,0.08900000000000001,21-063
"Estill County, KY",Aug-24 p,0.062,21-065
"Fayette County, KY",Aug-24 p,0.043,21-067
"Fleming County, KY",Aug-24 p,0.061,21-069
"Floyd County, KY",Aug-24 p,0.076,21-071
"Franklin County, KY",Aug-24 p,0.046,21-073
"Fulton County, KY",Aug-24 p,0.064,21-075
"Gallatin County, KY",Aug-24 p,0.05,21-077
"Garrard County, KY",Aug-24 p,0.05,21-079
"Grant County, KY",Aug-24 p,0.05,21-081
"Graves County, KY",Aug-24 p,0.05,21-083
"Grayson County, KY",Aug-24 p,0.057,21-085
"Green County, KY",Aug-24 p,0.05,21-087
"Greenup County, KY",Aug-24 p,0.071,21-089
"Hancock County, KY",Aug-24 p,0.057999999999999996,21-091
"Hardin County, KY",Aug-24 p,0.051,21-093
"Harlan County, KY",Aug-24 p,0.085,21-095
"Harrison County, KY",Aug-24 p,0.046,21-097
"Hart County, KY",Aug-24 p,0.055999999999999994,21-099
"Henderson County, KY",Aug-24 p,0.05,21-101
"Henry County, KY",Aug-24 p,0.045,21-103
"Hickman County, KY",Aug-24 p,0.055999999999999994,21-105
"Hopkins County, KY",Aug-24 p,0.055999999999999994,21-107
"Jackson County, KY",Aug-24 p,0.073,21-109
"Jefferson County, KY",Aug-24 p,0.047,21-111
"Jessamine County, KY",Aug-24 p,0.044000000000000004,21-113
"Johnson County, KY",Aug-24 p,0.079,21-115
"Kenton County, KY",Aug-24 p,0.045,21-117
"Knott County, KY",Aug-24 p,0.086,21-119
"Knox County, KY",Aug-24 p,0.08,21-121
"Larue County, KY",Aug-24 p,0.054000000000000006,21-123
"Laurel County, KY",Aug-24 p,0.057999999999999996,21-125
"Lawrence County, KY",Aug-24 p,0.069,21-127
"Lee County, KY",Aug-24 p,0.064,21-129
"Leslie County, KY",Aug-24 p,0.08900000000000001,21-131
"Letcher County, KY",Aug-24 p,0.081,21-133
"Lewis County, KY",Aug-24 p,0.083,21-135
"Lincoln County, KY",Aug-24 p,0.06,21-137
"Livingston County, KY",Aug-24 p,0.06,21-139
"Logan County, KY",Aug-24 p,0.051,21-141
"Lyon County, KY",Aug-24 p,0.049,21-143
"McCracken County, KY",Aug-24 p,0.05,21-145
"McCreary County, KY",Aug-24 p,0.075,21-147
"McLean County, KY",Aug-24 p,0.061,21-149
"Madison County, KY",Aug-24 p,0.05,21-151
"Magoffin County, KY",Aug-24 p,0.113,21-153
"Marion County, KY",Aug-24 p,0.045,21-155
"Marshall County, KY",Aug-24 p,0.046,21-157
"Martin County, KY",Aug-24 p,0.106,21-159
"Mason County, KY",Aug-24 p,0.068,21-161
"Meade County, KY",Aug-24 p,0.055999999999999994,21-163
"Menifee County, KY",Aug-24 p,0.073,21-165
"Mercer County, KY",Aug-24 p,0.047,21-167
"Metcalfe County, KY",Aug-24 p,0.057,21-169
"Monroe County, KY",Aug-24 p,0.054000000000000006,21-171
"Montgomery County, KY",Aug-24 p,0.057,21-173
"Morgan County, KY",Aug-24 p,0.059000000000000004,21-175
"Muhlenberg County, KY",Aug-24 p,0.075,21-177
"Nelson County, KY",Aug-24 p,0.043,21-179
"Nicholas County, KY",Aug-24 p,0.047,21-181
"Ohio County, KY",Aug-24 p,0.066,21-183
"Oldham County, KY",Aug-24 p,0.044000000000000004,21-185
"Owen County, KY",Aug-24 p,0.049,21-187
"Owsley County, KY",Aug-24 p,0.078,21-189
"Pendleton County, KY",Aug-24 p,0.05,21-191
"Perry County, KY",Aug-24 p,0.069,21-193
"Pike County, KY",Aug-24 p,0.07200000000000001,21-195
"Powell County, KY",Aug-24 p,0.054000000000000006,21-197
"Pulaski County, KY",Aug-24 p,0.059000000000000004,21-199
"Robertson County, KY",Aug-24 p,0.064,21-201
"Rockcastle County, KY",Aug-24 p,0.055999999999999994,21-203
"Rowan County, KY",Aug-24 p,0.07,21-205
"Russell County, KY",Aug-24 p,0.062,21-207
"Scott County, KY",Aug-24 p,0.043,21-209
"Shelby County, KY",Aug-24 p,0.043,21-211
"Simpson County, KY",Aug-24 p,0.046,21-213
"Spencer County, KY",Aug-24 p,0.043,21-215
"Taylor County, KY",Aug-24 p,0.054000000000000006,21-217
"Todd County, KY",Aug-24 p,0.046,21-219
"Trigg County, KY",Aug-24 p,0.055,21-221
"Trimble County, KY",Aug-24 p,0.049,21-223
"Union County, KY",Aug-24 p,0.061,21-225
"Warren County, KY",Aug-24 p,0.049,21-227
"Washington County, KY",Aug-24 p,0.044000000000000004,21-229
"Wayne County, KY",Aug-24 p,0.065,21-231
"Webster County, KY",Aug-24 p,0.053,21-233
"Whitley County, KY",Aug-24 p,0.065,21-235
"Wolfe County, KY",Aug-24 p,0.07200000000000001,21-237
"Woodford County, KY",Aug-24 p,0.04,21-239
"Acadia Parish, LA",Aug-24 p,0.043,22-001
"Allen Parish, LA",Aug-24 p,0.048,22-003
"Ascension Parish, LA",Aug-24 p,0.035,22-005
"Assumption Parish, LA",Aug-24 p,0.049,22-007
"Avoyelles Parish, LA",Aug-24 p,0.046,22-009
"Beauregard Parish, LA",Aug-24 p,0.04,22-011
"Bienville Parish, LA",Aug-24 p,0.05,22-013
"Bossier Parish, LA",Aug-24 p,0.038,22-015
"Caddo Parish, LA",Aug-24 p,0.045,22-017
"Calcasieu Parish, LA",Aug-24 p,0.04,22-019
"Caldwell Parish, LA",Aug-24 p,0.049,22-021
"Cameron Parish, LA",Aug-24 p,0.035,22-023
"Catahoula Parish, LA",Aug-24 p,0.049,22-025
"Claiborne Parish, LA",Aug-24 p,0.048,22-027
"Concordia Parish, LA",Aug-24 p,0.055,22-029
"De Soto Parish, LA",Aug-24 p,0.047,22-031
"East Baton Rouge Parish, LA",Aug-24 p,0.04,22-033
"East Carroll Parish, LA",Aug-24 p,0.094,22-035
"East Feliciana Parish, LA",Aug-24 p,0.04,22-037
"Evangeline Parish, LA",Aug-24 p,0.048,22-039
"Franklin Parish, LA",Aug-24 p,0.055,22-041
"Grant Parish, LA",Aug-24 p,0.044000000000000004,22-043
"Iberia Parish, LA",Aug-24 p,0.047,22-045
"Iberville Parish, LA",Aug-24 p,0.047,22-047
"Jackson Parish, LA",Aug-24 p,0.038,22-049
"Jefferson Parish, LA",Aug-24 p,0.039,22-051
"Jefferson Davis Parish, LA",Aug-24 p,0.046,22-053
"Lafayette Parish, LA",Aug-24 p,0.037000000000000005,22-055
"Lafourche Parish, LA",Aug-24 p,0.037000000000000005,22-057
"LaSalle Parish, LA",Aug-24 p,0.034,22-059
"Lincoln Parish, LA",Aug-24 p,0.051,22-061
"Livingston Parish, LA",Aug-24 p,0.034,22-063
"Madison Parish, LA",Aug-24 p,0.063,22-065
"Morehouse Parish, LA",Aug-24 p,0.064,22-067
"Natchitoches Parish, LA",Aug-24 p,0.048,22-069
"Orleans Parish, LA",Aug-24 p,0.049,22-071
"Ouachita Parish, LA",Aug-24 p,0.045,22-073
"Plaquemines Parish, LA",Aug-24 p,0.040999999999999995,22-075
"Pointe Coupee Parish, LA",Aug-24 p,0.042,22-077
"Rapides Parish, LA",Aug-24 p,0.040999999999999995,22-079
"Red River Parish, LA",Aug-24 p,0.042,22-081
"Richland Parish, LA",Aug-24 p,0.048,22-083
"Sabine Parish, LA",Aug-24 p,0.044000000000000004,22-085
"St. Bernard Parish, LA",Aug-24 p,0.047,22-087
"St. Charles Parish, LA",Aug-24 p,0.037000000000000005,22-089
"St. Helena Parish, LA",Aug-24 p,0.055,22-091
"St. James Parish, LA",Aug-24 p,0.052000000000000005,22-093
"St. John the Baptist Parish, LA",Aug-24 p,0.051,22-095
"St. Landry Parish, LA",Aug-24 p,0.051,22-097
"St. Martin Parish, LA",Aug-24 p,0.042,22-099
"St. Mary Parish, LA",Aug-24 p,0.051,22-101
"St. Tammany Parish, LA",Aug-24 p,0.039,22-103
"Tangipahoa Parish, LA",Aug-24 p,0.05,22-105
"Tensas Parish, LA",Aug-24 p,0.068,22-107
"Terrebonne Parish, LA",Aug-24 p,0.039,22-109
"Union Parish, LA",Aug-24 p,0.049,22-111
"Vermilion Parish, LA",Aug-24 p,0.043,22-113
"Vernon Parish, LA",Aug-24 p,0.049,22-115
"Washington Parish, LA",Aug-24 p,0.051,22-117
"Webster Parish, LA",Aug-24 p,0.051,22-119
"West Baton Rouge Parish, LA",Aug-24 p,0.039,22-121
"West Carroll Parish, LA",Aug-24 p,0.07,22-123
"West Feliciana Parish, LA",Aug-24 p,0.03,22-125
"Winn Parish, LA",Aug-24 p,0.051,22-127
"Androscoggin County, ME",Aug-24 p,0.027000000000000003,23-001
"Aroostook County, ME",Aug-24 p,0.032,23-003
"Cumberland County, ME",Aug-24 p,0.022000000000000002,23-005
"Franklin County, ME",Aug-24 p,0.03,23-007
"Hancock County, ME",Aug-24 p,0.022000000000000002,23-009
"Kennebec County, ME",Aug-24 p,0.026000000000000002,23-011
"Knox County, ME",Aug-24 p,0.027999999999999997,23-013
"Lincoln County, ME",Aug-24 p,0.025,23-015
"Oxford County, ME",Aug-24 p,0.03,23-017
"Penobscot County, ME",Aug-24 p,0.027999999999999997,23-019
"Piscataquis County, ME",Aug-24 p,0.038,23-021
"Sagadahoc County, ME",Aug-24 p,0.022000000000000002,23-023
"Somerset County, ME",Aug-24 p,0.032,23-025
"Waldo County, ME",Aug-24 p,0.027000000000000003,23-027
"Washington County, ME",Aug-24 p,0.034,23-029
"York County, ME",Aug-24 p,0.023,23-031
"Allegany County, MD",Aug-24 p,0.040999999999999995,24-001
"Anne Arundel County, MD",Aug-24 p,0.031,24-003
"Baltimore County, MD",Aug-24 p,0.035,24-005
"Calvert County, MD",Aug-24 p,0.032,24-009
"Caroline County, MD",Aug-24 p,0.031,24-011
"Carroll County, MD",Aug-24 p,0.027999999999999997,24-013
"Cecil County, MD",Aug-24 p,0.036000000000000004,24-015
"Charles County, MD",Aug-24 p,0.036000000000000004,24-017
"Dorchester County, MD",Aug-24 p,0.04,24-019
"Frederick County, MD",Aug-24 p,0.032,24-021
"Garrett County, MD",Aug-24 p,0.034,24-023
"Harford County, MD",Aug-24 p,0.033,24-025
"Howard County, MD",Aug-24 p,0.028999999999999998,24-027
"Kent County, MD",Aug-24 p,0.034,24-029
"Montgomery County, MD",Aug-24 p,0.031,24-031
"Prince George's County, MD",Aug-24 p,0.037000000000000005,24-033
"Queen Anne's County, MD",Aug-24 p,0.027999999999999997,24-035
"St. Mary's County, MD",Aug-24 p,0.034,24-037
"Somerset County, MD",Aug-24 p,0.047,24-039
"Talbot County, MD",Aug-24 p,0.034,24-041
"Washington County, MD",Aug-24 p,0.035,24-043
"Wicomico County, MD",Aug-24 p,0.036000000000000004,24-045
"Worcester County, MD",Aug-24 p,0.035,24-047
"Baltimore city, MD",Aug-24 p,0.048,24-510
"Barnstable County, MA",Aug-24 p,0.04,25-001
"Berkshire County, MA",Aug-24 p,0.042,25-003
"Bristol County, MA",Aug-24 p,0.052000000000000005,25-005
"Dukes County, MA",Aug-24 p,0.03,25-007
"Essex County, MA",Aug-24 p,0.047,25-009
"Franklin County, MA",Aug-24 p,0.037000000000000005,25-011
"Hampden County, MA",Aug-24 p,0.057999999999999996,25-013
"Hampshire County, MA",Aug-24 p,0.042,25-015
"Middlesex County, MA",Aug-24 p,0.042,25-017
"Nantucket County/town, MA",Aug-24 p,0.027000000000000003,25-019
"Norfolk County, MA",Aug-24 p,0.043,25-021
"Plymouth County, MA",Aug-24 p,0.046,25-023
"Suffolk County, MA",Aug-24 p,0.046,25-025
"Worcester County, MA",Aug-24 p,0.047,25-027
"Alcona County, MI",Aug-24 p,0.07200000000000001,26-001
"Alger County, MI",Aug-24 p,0.066,26-003
"Allegan County, MI",Aug-24 p,0.039,26-005
"Alpena County, MI",Aug-24 p,0.051,26-007
"Antrim County, MI",Aug-24 p,0.047,26-009
"Arenac County, MI",Aug-24 p,0.067,26-011
"Baraga County, MI",Aug-24 p,0.069,26-013
"Barry County, MI",Aug-24 p,0.042,26-015
"Bay County, MI",Aug-24 p,0.053,26-017
"Benzie County, MI",Aug-24 p,0.040999999999999995,26-019
"Berrien County, MI",Aug-24 p,0.053,26-021
"Branch County, MI",Aug-24 p,0.045,26-023
"Calhoun County, MI",Aug-24 p,0.055999999999999994,26-025
"Cass County, MI",Aug-24 p,0.055,26-027
"Charlevoix County, MI",Aug-24 p,0.042,26-029
"Cheboygan County, MI",Aug-24 p,0.05,26-031
"Chippewa County, MI",Aug-24 p,0.057999999999999996,26-033
"Clare County, MI",Aug-24 p,0.068,26-035
"Clinton County, MI",Aug-24 p,0.039,26-037
"Crawford County, MI",Aug-24 p,0.057999999999999996,26-039
"Delta County, MI",Aug-24 p,0.057,26-041
"Dickinson County, MI",Aug-24 p,0.047,26-043
"Eaton County, MI",Aug-24 p,0.042,26-045
"Emmet County, MI",Aug-24 p,0.046,26-047
"Genesee County, MI",Aug-24 p,0.057999999999999996,26-049
"Gladwin County, MI",Aug-24 p,0.061,26-051
"Gogebic County, MI",Aug-24 p,0.063,26-053
"Grand Traverse County, MI",Aug-24 p,0.035,26-055
"Gratiot County, MI",Aug-24 p,0.051,26-057
"Hillsdale County, MI",Aug-24 p,0.053,26-059
"Houghton County, MI",Aug-24 p,0.052000000000000005,26-061
"Huron County, MI",Aug-24 p,0.046,26-063
"Ingham County, MI",Aug-24 p,0.047,26-065
"Ionia County, MI",Aug-24 p,0.045,26-067
"Iosco County, MI",Aug-24 p,0.057999999999999996,26-069
"Iron County, MI",Aug-24 p,0.057,26-071
"Isabella County, MI",Aug-24 p,0.057999999999999996,26-073
"Jackson County, MI",Aug-24 p,0.048,26-075
"Kalamazoo County, MI",Aug-24 p,0.045,26-077
"Kalkaska County, MI",Aug-24 p,0.05,26-079
"Kent County, MI",Aug-24 p,0.04,26-081
"Keweenaw County, MI",Aug-24 p,0.061,26-083
"Lake County, MI",Aug-24 p,0.066,26-085
"Lapeer County, MI",Aug-24 p,0.04,26-087
"Leelanau County, MI",Aug-24 p,0.039,26-089
"Lenawee County, MI",Aug-24 p,0.052000000000000005,26-091
"Livingston County, MI",Aug-24 p,0.027999999999999997,26-093
"Luce County, MI",Aug-24 p,0.06,26-095
"Mackinac County, MI",Aug-24 p,0.034,26-097
"Macomb County, MI",Aug-24 p,0.040999999999999995,26-099
"Manistee County, MI",Aug-24 p,0.057999999999999996,26-101
"Marquette County, MI",Aug-24 p,0.048,26-103
"Mason County, MI",Aug-24 p,0.048,26-105
"Mecosta County, MI",Aug-24 p,0.063,26-107
"Menominee County, MI",Aug-24 p,0.052000000000000005,26-109
"Midland County, MI",Aug-24 p,0.046,26-111
"Missaukee County, MI",Aug-24 p,0.051,26-113
"Monroe County, MI",Aug-24 p,0.055,26-115
"Montcalm County, MI",Aug-24 p,0.051,26-117
"Montmorency County, MI",Aug-24 p,0.069,26-119
"Muskegon County, MI",Aug-24 p,0.055,26-121
"Newaygo County, MI",Aug-24 p,0.047,26-123
"Oakland County, MI",Aug-24 p,0.033,26-125
"Oceana County, MI",Aug-24 p,0.057999999999999996,26-127
"Ogemaw County, MI",Aug-24 p,0.062,26-129
"Ontonagon County, MI",Aug-24 p,0.071,26-131
"Osceola County, MI",Aug-24 p,0.049,26-133
"Oscoda County, MI",Aug-24 p,0.076,26-135
"Otsego County, MI",Aug-24 p,0.049,26-137
"Ottawa County, MI",Aug-24 p,0.038,26-139
"Presque Isle County, MI",Aug-24 p,0.069,26-141
"Roscommon County, MI",Aug-24 p,0.067,26-143
"Saginaw County, MI",Aug-24 p,0.059000000000000004,26-145
"St. Clair County, MI",Aug-24 p,0.04,26-147
"St. Joseph County, MI",Aug-24 p,0.053,26-149
"Sanilac County, MI",Aug-24 p,0.055,26-151
"Schoolcraft County, MI",Aug-24 p,0.065,26-153
"Shiawassee County, MI",Aug-24 p,0.048,26-155
"Tuscola County, MI",Aug-24 p,0.055999999999999994,26-157
"Van Buren County, MI",Aug-24 p,0.051,26-159
"Washtenaw County, MI",Aug-24 p,0.042,26-161
"Wayne County, MI",Aug-24 p,0.051,26-163
"Wexford County, MI",Aug-24 p,0.053,26-165
"Aitkin County, MN",Aug-24 p,0.047,27-001
"Anoka County, MN",Aug-24 p,0.042,27-003
"Becker County, MN",Aug-24 p,0.033,27-005
"Beltrami County, MN",Aug-24 p,0.048,27-007
"Benton County, MN",Aug-24 p,0.046,27-009
"Big Stone County, MN",Aug-24 p,0.04,27-011
"Blue Earth County, MN",Aug-24 p,0.033,27-013
"Brown County, MN",Aug-24 p,0.038,27-015
"Carlton County, MN",Aug-24 p,0.045,27-017
"Carver County, MN",Aug-24 p,0.036000000000000004,27-019
"Cass County, MN",Aug-24 p,0.042,27-021
"Chippewa County, MN",Aug-24 p,0.036000000000000004,27-023
"Chisago County, MN",Aug-24 p,0.043,27-025
"Clay County, MN",Aug-24 p,0.028999999999999998,27-027
"Clearwater County, MN",Aug-24 p,0.051,27-029
"Cook County, MN",Aug-24 p,0.032,27-031
"Cottonwood County, MN",Aug-24 p,0.05,27-033
"Crow Wing County, MN",Aug-24 p,0.038,27-035
"Dakota County, MN",Aug-24 p,0.038,27-037
"Dodge County, MN",Aug-24 p,0.035,27-039
"Douglas County, MN",Aug-24 p,0.028999999999999998,27-041
"Faribault County, MN",Aug-24 p,0.035,27-043
"Fillmore County, MN",Aug-24 p,0.031,27-045
"Freeborn County, MN",Aug-24 p,0.035,27-047
"Goodhue County, MN",Aug-24 p,0.036000000000000004,27-049
"Grant County, MN",Aug-24 p,0.04,27-051
"Hennepin County, MN",Aug-24 p,0.038,27-053
"Houston County, MN",Aug-24 p,0.027000000000000003,27-055
"Hubbard County, MN",Aug-24 p,0.042,27-057
"Isanti County, MN",Aug-24 p,0.049,27-059
"Itasca County, MN",Aug-24 p,0.05,27-061
"Jackson County, MN",Aug-24 p,0.036000000000000004,27-063
"Kanabec County, MN",Aug-24 p,0.046,27-065
"Kandiyohi County, MN",Aug-24 p,0.035,27-067
"Kittson County, MN",Aug-24 p,0.035,27-069
"Koochiching County, MN",Aug-24 p,0.048,27-071
"Lac qui Parle County, MN",Aug-24 p,0.035,27-073
"Lake County, MN",Aug-24 p,0.033,27-075
"Lake of the Woods County, MN",Aug-24 p,0.040999999999999995,27-077
"Le Sueur County, MN",Aug-24 p,0.040999999999999995,27-079
"Lincoln County, MN",Aug-24 p,0.027000000000000003,27-081
"Lyon County, MN",Aug-24 p,0.036000000000000004,27-083
"McLeod County, MN",Aug-24 p,0.042,27-085
"Mahnomen County, MN",Aug-24 p,0.055999999999999994,27-087
"Marshall County, MN",Aug-24 p,0.040999999999999995,27-089
"Martin County, MN",Aug-24 p,0.039,27-091
"Meeker County, MN",Aug-24 p,0.038,27-093
"Mille Lacs County, MN",Aug-24 p,0.053,27-095
"Morrison County, MN",Aug-24 p,0.046,27-097
"Mower County, MN",Aug-24 p,0.034,27-099
"Murray County, MN",Aug-24 p,0.04,27-101
"Nicollet County, MN",Aug-24 p,0.031,27-103
"Nobles County, MN",Aug-24 p,0.037000000000000005,27-105
"Norman County, MN",Aug-24 p,0.037000000000000005,27-107
"Olmsted County, MN",Aug-24 p,0.028999999999999998,27-109
"Otter Tail County, MN",Aug-24 p,0.036000000000000004,27-111
"Pennington County, MN",Aug-24 p,0.042,27-113
"Pine County, MN",Aug-24 p,0.049,27-115
"Pipestone County, MN",Aug-24 p,0.027999999999999997,27-117
"Polk County, MN",Aug-24 p,0.04,27-119
"Pope County, MN",Aug-24 p,0.034,27-121
"Ramsey County, MN",Aug-24 p,0.040999999999999995,27-123
"Red Lake County, MN",Aug-24 p,0.05,27-125
"Redwood County, MN",Aug-24 p,0.037000000000000005,27-127
"Renville County, MN",Aug-24 p,0.042,27-129
"Rice County, MN",Aug-24 p,0.038,27-131
"Rock County, MN",Aug-24 p,0.025,27-133
"Roseau County, MN",Aug-24 p,0.045,27-135
"St. Louis County, MN",Aug-24 p,0.043,27-137
"Scott County, MN",Aug-24 p,0.037000000000000005,27-139
"Sherburne County, MN",Aug-24 p,0.042,27-141
"Sibley County, MN",Aug-24 p,0.04,27-143
"Stearns County, MN",Aug-24 p,0.038,27-145
"Steele County, MN",Aug-24 p,0.044000000000000004,27-147
"Stevens County, MN",Aug-24 p,0.027999999999999997,27-149
"Swift County, MN",Aug-24 p,0.034,27-151
"Todd County, MN",Aug-24 p,0.043,27-153
"Traverse County, MN",Aug-24 p,0.035,27-155
"Wabasha County, MN",Aug-24 p,0.031,27-157
"Wadena County, MN",Aug-24 p,0.052000000000000005,27-159
"Waseca County, MN",Aug-24 p,0.046,27-161
"Washington County, MN",Aug-24 p,0.037000000000000005,27-163
"Watonwan County, MN",Aug-24 p,0.035,27-165
"Wilkin County, MN",Aug-24 p,0.033,27-167
"Winona County, MN",Aug-24 p,0.033,27-169
"Wright County, MN",Aug-24 p,0.039,27-171
"Yellow Medicine County, MN",Aug-24 p,0.037000000000000005,27-173
"Adams County, MS",Aug-24 p,0.044000000000000004,28-001
"Alcorn County, MS",Aug-24 p,0.028999999999999998,28-003
"Amite County, MS",Aug-24 p,0.038,28-005
"Attala County, MS",Aug-24 p,0.035,28-007
"Benton County, MS",Aug-24 p,0.036000000000000004,28-009
"Bolivar County, MS",Aug-24 p,0.036000000000000004,28-011
"Calhoun County, MS",Aug-24 p,0.032,28-013
"Carroll County, MS",Aug-24 p,0.039,28-015
"Chickasaw County, MS",Aug-24 p,0.040999999999999995,28-017
"Choctaw County, MS",Aug-24 p,0.031,28-019
"Claiborne County, MS",Aug-24 p,0.077,28-021
"Clarke County, MS",Aug-24 p,0.037000000000000005,28-023
"Clay County, MS",Aug-24 p,0.035,28-025
"Coahoma County, MS",Aug-24 p,0.051,28-027
"Copiah County, MS",Aug-24 p,0.036000000000000004,28-029
"Covington County, MS",Aug-24 p,0.026000000000000002,28-031
"DeSoto County, MS",Aug-24 p,0.03,28-033
"Forrest County, MS",Aug-24 p,0.03,28-035
"Franklin County, MS",Aug-24 p,0.042,28-037
"George County, MS",Aug-24 p,0.039,28-039
"Greene County, MS",Aug-24 p,0.035,28-041
"Grenada County, MS",Aug-24 p,0.032,28-043
"Hancock County, MS",Aug-24 p,0.031,28-045
"Harrison County, MS",Aug-24 p,0.027999999999999997,28-047
"Hinds County, MS",Aug-24 p,0.031,28-049
"Holmes County, MS",Aug-24 p,0.055999999999999994,28-051
"Humphreys County, MS",Aug-24 p,0.065,28-053
"Issaquena County, MS",Aug-24 p,0.066,28-055
"Itawamba County, MS",Aug-24 p,0.03,28-057
"Jackson County, MS",Aug-24 p,0.031,28-059
"Jasper County, MS",Aug-24 p,0.036000000000000004,28-061
"Jefferson County, MS",Aug-24 p,0.11900000000000001,28-063
"Jefferson Davis County, MS",Aug-24 p,0.044000000000000004,28-065
"Jones County, MS",Aug-24 p,0.033,28-067
"Kemper County, MS",Aug-24 p,0.043,28-069
"Lafayette County, MS",Aug-24 p,0.025,28-071
"Lamar County, MS",Aug-24 p,0.025,28-073
"Lauderdale County, MS",Aug-24 p,0.032,28-075
"Lawrence County, MS",Aug-24 p,0.037000000000000005,28-077
"Leake County, MS",Aug-24 p,0.031,28-079
"Lee County, MS",Aug-24 p,0.027999999999999997,28-081
"Leflore County, MS",Aug-24 p,0.048,28-083
"Lincoln County, MS",Aug-24 p,0.031,28-085
"Lowndes County, MS",Aug-24 p,0.033,28-087
"Madison County, MS",Aug-24 p,0.025,28-089
"Marion County, MS",Aug-24 p,0.028999999999999998,28-091
"Marshall County, MS",Aug-24 p,0.036000000000000004,28-093
"Monroe County, MS",Aug-24 p,0.035,28-095
"Montgomery County, MS",Aug-24 p,0.033,28-097
"Neshoba County, MS",Aug-24 p,0.035,28-099
"Newton County, MS",Aug-24 p,0.033,28-101
"Noxubee County, MS",Aug-24 p,0.05,28-103
"Oktibbeha County, MS",Aug-24 p,0.036000000000000004,28-105
"Panola County, MS",Aug-24 p,0.04,28-107
"Pearl River County, MS",Aug-24 p,0.028999999999999998,28-109
"Perry County, MS",Aug-24 p,0.037000000000000005,28-111
"Pike County, MS",Aug-24 p,0.039,28-113
"Pontotoc County, MS",Aug-24 p,0.027999999999999997,28-115
"Prentiss County, MS",Aug-24 p,0.027999999999999997,28-117
"Quitman County, MS",Aug-24 p,0.046,28-119
"Rankin County, MS",Aug-24 p,0.023,28-121
"Scott County, MS",Aug-24 p,0.026000000000000002,28-123
"Sharkey County, MS",Aug-24 p,0.054000000000000006,28-125
"Simpson County, MS",Aug-24 p,0.03,28-127
"Smith County, MS",Aug-24 p,0.028999999999999998,28-129
"Stone County, MS",Aug-24 p,0.033,28-131
"Sunflower County, MS",Aug-24 p,0.046,28-133
"Tallahatchie County, MS",Aug-24 p,0.03,28-135
"Tate County, MS",Aug-24 p,0.034,28-137
"Tippah County, MS",Aug-24 p,0.027000000000000003,28-139
"Tishomingo County, MS",Aug-24 p,0.034,28-141
"Tunica County, MS",Aug-24 p,0.038,28-143
"Union County, MS",Aug-24 p,0.023,28-145
"Walthall County, MS",Aug-24 p,0.039,28-147
"Warren County, MS",Aug-24 p,0.032,28-149
"Washington County, MS",Aug-24 p,0.051,28-151
"Wayne County, MS",Aug-24 p,0.036000000000000004,28-153
"Webster County, MS",Aug-24 p,0.032,28-155
"Wilkinson County, MS",Aug-24 p,0.051,28-157
"Winston County, MS",Aug-24 p,0.033,28-159
"Yalobusha County, MS",Aug-24 p,0.034,28-161
"Yazoo County, MS",Aug-24 p,0.036000000000000004,28-163
"Adair County, MO",Aug-24 p,0.054000000000000006,29-001
"Andrew County, MO",Aug-24 p,0.031,29-003
"Atchison County, MO",Aug-24 p,0.043,29-005
"Audrain County, MO",Aug-24 p,0.045,29-007
"Barry County, MO",Aug-24 p,0.049,29-009
"Barton County, MO",Aug-24 p,0.046,29-011
"Bates County, MO",Aug-24 p,0.040999999999999995,29-013
"Benton County, MO",Aug-24 p,0.05,29-015
"Bollinger County, MO",Aug-24 p,0.04,29-017
"Boone County, MO",Aug-24 p,0.032,29-019
"Buchanan County, MO",Aug-24 p,0.038,29-021
"Butler County, MO",Aug-24 p,0.051,29-023
"Caldwell County, MO",Aug-24 p,0.037000000000000005,29-025
"Callaway County, MO",Aug-24 p,0.036000000000000004,29-027
"Camden County, MO",Aug-24 p,0.040999999999999995,29-029
"Cape Girardeau County, MO",Aug-24 p,0.037000000000000005,29-031
"Carroll County, MO",Aug-24 p,0.038,29-033
"Carter County, MO",Aug-24 p,0.043,29-035
"Cass County, MO",Aug-24 p,0.038,29-037
"Cedar County, MO",Aug-24 p,0.048,29-039
"Chariton County, MO",Aug-24 p,0.04,29-041
"Christian County, MO",Aug-24 p,0.031,29-043
